Category,Topic,Indicator,Year,Sex,Result,95% CI (L),95% CI (U),Unit,SE,Region
Oral health,Last visit to a dental professional,1. < 12 months,2020,Person,74.8,70.6,78.5,Per cent,2.0,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Female,10.1,5.6,17.4,Per cent,2.9,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Female,18.6,15.3,22.4,Per cent,1.8,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Male,10.2,5.9,16.9,Per cent,2.7,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Male,19.2,15.4,23.6,Per cent,2.1,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Person,10.1,6.8,14.8,Per cent,2.0,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2018,Person,18.9,16.3,21.7,Per cent,1.4,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Female,16.5,12.7,21.1,Per cent,2.1,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Female,21.1,17.0,25.8,Per cent,2.2,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Male,17.1,13.4,21.5,Per cent,2.1,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Male,23.3,18.9,28.4,Per cent,2.4,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Person,16.7,14.0,19.8,Per cent,1.5,1
Oral health,Last visit to a dental professional,2. 1yr to <2 yrs,2020,Person,21.9,18.9,25.3,Per cent,1.6,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2018,Female,9.8,6.9,13.7,Per cent,1.7,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2018,Male,12.9,9.7,16.9,Per cent,1.8,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2018,Person,11.3,9.1,14.0,Per cent,1.2,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Female,3.2,1.7,6.0,Per cent,1.0,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Female,11.1,8.2,14.8,Per cent,1.7,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Male,8.2,3.8,16.6,Per cent,3.1,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Male,17.1,13.1,22.1,Per cent,2.3,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Person,5.7,3.2,9.8,Per cent,1.6,1
Oral health,Last visit to a dental professional,3. 2 yrs to <10 yrs,2020,Person,14.0,11.4,17.0,Per cent,1.4,1
Oral health,Last visit to a dental professional,4. 10 yrs or more or never,2020,Female,3.2,1.7,6.0,Per cent,1.0,1
Oral health,Last visit to a dental professional,4. 10 yrs or more or never,2020,Male,2.5,1.5,4.2,Per cent,0.7,1
Oral health,Last visit to a dental professional,4. 10 yrs or more or never,2020,Person,2.9,1.9,4.4,Per cent,0.6,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2018,Female,4.4,2.7,6.9,Per cent,1.0,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2018,Male,5.3,3.4,8.0,Per cent,1.2,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2018,Person,4.8,3.5,6.6,Per cent,0.8,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2020,Female,6.0,3.7,9.5,Per cent,1.4,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2020,Male,4.6,2.8,7.4,Per cent,1.1,1
Oral health,Last visit to a dental professional,4. 5 yrs to <10 yrs,2020,Person,5.6,4.0,7.8,Per cent,1.0,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2018,Female,2.0,1.1,3.8,Per cent,0.6,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2018,Male,5.7,3.9,8.4,Per cent,1.1,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2018,Person,3.9,2.8,5.3,Per cent,0.6,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2020,Female,4.2,2.3,7.4,Per cent,1.2,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2020,Male,3.1,1.8,5.4,Per cent,0.9,1
Oral health,Last visit to a dental professional,5. 10 yrs or more or never,2020,Person,4.0,2.6,6.1,Per cent,0.9,1
Oral health,Teeth,Has dentures/false teeth,2018,Female,12.7,10.1,15.8,Per cent,1.4,1
Oral health,Teeth,Has dentures/false teeth,2018,Male,13.6,10.7,17.2,Per cent,1.6,1
Oral health,Teeth,Has dentures/false teeth,2018,Person,13.2,11.2,15.4,Per cent,1.1,1
Oral health,Teeth,Has dentures/false teeth,2020,Female,13.7,10.2,18.0,Per cent,2.0,1
Oral health,Teeth,Has dentures/false teeth,2020,Male,13.0,9.4,17.6,Per cent,2.1,1
Oral health,Teeth,Has dentures/false teeth,2020,Person,13.1,10.6,16.2,Per cent,1.4,1
Oral health,Teeth,Missing natural teeth,2018,Female,54.8,50.0,59.6,Per cent,2.5,1
Oral health,Teeth,Missing natural teeth,2018,Male,53.6,48.4,58.8,Per cent,2.7,1
Oral health,Teeth,Missing natural teeth,2018,Person,54.3,50.7,57.8,Per cent,1.8,1
Oral health,Teeth,Missing natural teeth,2020,Female,52.3,47.0,57.5,Per cent,2.7,1
Oral health,Teeth,Missing natural teeth,2020,Male,52.1,46.5,57.7,Per cent,2.9,1
Oral health,Teeth,Missing natural teeth,2020,Person,52.6,48.8,56.5,Per cent,2.0,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Female,9.4,5.0,17.0,Per cent,2.9,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Female,12.2,9.3,15.8,Per cent,1.6,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Male,10.8,8.0,14.3,Per cent,1.6,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Male,11.7,5.8,22.2,Per cent,4.0,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Person,10.5,6.5,16.5,Per cent,2.5,1
Oral health,Teeth,Teeth affect the type of food they eat,2018,Person,11.5,9.4,13.9,Per cent,1.1,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Female,9.5,6.7,13.4,Per cent,1.7,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Female,13.4,10.3,17.4,Per cent,1.8,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Male,6.5,4.3,9.8,Per cent,1.4,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Male,11.9,8.7,15.9,Per cent,1.8,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Person,8.0,6.1,10.5,Per cent,1.1,1
Oral health,Teeth,Teeth affect the type of food they eat,2020,Person,12.7,10.4,15.4,Per cent,1.3,1
Physical activity,Active travel,1. Walks/cycles/scoots or skates 0 times a week,2020,Person,41.4,36.9,45.9,Per cent,2.3,1
Physical activity,Active travel,2. Walks/cycles/scoots or skates once a week,2020,Person,9.1,7.0,11.8,Per cent,1.2,1
Physical activity,Active travel,3. Walks/cycles/scoots or skates twice a week,2020,Person,9.3,5.7,14.7,Per cent,2.2,1
Physical activity,Active travel,4. Walks/cycles/scoots or skates three times a week,2020,Person,8.4,6.3,11.1,Per cent,1.2,1
Physical activity,Active travel,5. Walks/cycles/scoots or skates four times a week,2020,Person,6.3,4.4,8.9,Per cent,1.1,1
Physical activity,Active travel,6. Walks/cycles/scoots or skates every day,2020,Person,25.6,21.9,29.7,Per cent,2.0,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Female,9.0,6.5,12.4,Per cent,1.5,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Female,34.3,28.6,40.5,Per cent,3.0,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Male,16.0,12.2,20.6,Per cent,2.1,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Male,35.0,29.7,40.6,Per cent,2.8,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Person,12.6,10.2,15.4,Per cent,1.3,1
Physical activity,Active travel,Walk or cycle to school/work,2011/12,Person,34.6,30.7,38.8,Per cent,2.1,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Female,16.1,12.1,21.0,Per cent,2.2,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Female,34.4,28.3,41.0,Per cent,3.2,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Male,19.0,14.7,24.3,Per cent,2.5,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Male,37.7,31.4,44.3,Per cent,3.3,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Person,17.5,14.5,21.0,Per cent,1.7,1
Physical activity,Active travel,Walk or cycle to school/work,2013/14,Person,36.0,31.6,40.7,Per cent,2.3,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Female,13.4,9.6,18.3,Per cent,2.2,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Female,32.3,26.6,38.7,Per cent,3.1,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Male,12.8,9.0,17.8,Per cent,2.2,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Male,41.7,35.0,48.6,Per cent,3.5,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Person,13.1,10.3,16.5,Per cent,1.6,1
Physical activity,Active travel,Walk or cycle to school/work,2015/16,Person,37.1,32.6,41.8,Per cent,2.4,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Female,9.9,7.4,13.2,Per cent,1.5,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Female,39.4,30.1,49.5,Per cent,5.0,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Male,17.0,13.3,21.4,Per cent,2.0,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Male,40.5,31.6,50.1,Per cent,4.8,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Person,13.4,11.1,16.1,Per cent,1.3,1
Physical activity,Active travel,Walk or cycle to school/work,2018,Person,39.9,33.4,46.9,Per cent,3.5,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Female,10.4,7.9,13.7,Per cent,1.5,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Female,34.2,29.2,39.6,Per cent,2.7,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Male,10.8,8.0,14.4,Per cent,1.6,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Male,40.0,34.5,45.8,Per cent,2.9,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Person,10.5,8.5,12.8,Per cent,1.1,1
Physical activity,Active travel,Walk or cycle to school/work,2020,Person,37.2,33.4,41.1,Per cent,1.9,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Female,60.0,55.9,63.9,Per cent,2.1,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Male,72.2,68.0,76.0,Per cent,2.0,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Person,55.1,49.8,60.2,Per cent,2.7,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Person,61.2,56.5,65.8,Per cent,2.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Person,65.9,63.0,68.7,Per cent,1.5,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Person,68.9,63.7,73.7,Per cent,2.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2011/12,Person,78.2,69.8,84.7,Per cent,3.8,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Female,60.2,55.8,64.4,Per cent,2.2,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Male,67.4,62.6,71.8,Per cent,2.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Person,51.6,46.9,56.4,Per cent,2.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Person,61.5,56.5,66.3,Per cent,2.5,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Person,63.5,60.3,66.6,Per cent,1.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Person,64.9,58.6,70.7,Per cent,3.1,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2013/14,Person,79.5,69.0,87.0,Per cent,4.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Female,67.0,62.5,71.1,Per cent,2.2,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Male,75.1,70.5,79.2,Per cent,2.2,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Person,57.1,52.5,61.6,Per cent,2.3,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Person,70.8,67.6,73.8,Per cent,1.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Person,71.2,66.4,75.6,Per cent,2.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Person,72.4,65.6,78.3,Per cent,3.3,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2015/16,Person,84.0,73.4,90.9,Per cent,4.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Female,69.4,64.9,73.5,Per cent,2.2,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Male,76.5,71.7,80.7,Per cent,2.3,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Person,62.3,55.4,68.8,Per cent,3.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Person,72.0,66.8,76.6,Per cent,2.5,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Person,72.9,69.7,75.9,Per cent,1.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Person,74.7,69.3,79.3,Per cent,2.6,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2018,Person,82.4,69.3,90.6,Per cent,5.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Female,69.0,64.0,73.6,Per cent,2.4,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Male,76.4,71.2,81.0,Per cent,2.5,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Person,63.2,52.3,72.9,Per cent,5.3,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Person,71.6,66.1,76.6,Per cent,2.7,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Person,72.4,68.8,75.8,Per cent,1.8,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Person,75.5,70.4,80.0,Per cent,2.5,1
Physical activity,Adult physical activity guideline,Meets physical activity guideline,2020,Person,84.6,70.8,92.5,Per cent,5.4,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2011/12,Female,22.5,18.1,27.6,Per cent,2.4,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2011/12,Male,25.5,21.0,30.7,Per cent,2.5,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2011/12,Person,24.0,20.8,27.6,Per cent,1.7,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2013/14,Female,21.7,17.1,27.1,Per cent,2.5,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2013/14,Male,24.8,19.9,30.5,Per cent,2.7,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2013/14,Person,23.3,19.9,27.1,Per cent,1.9,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2015/16,Female,21.9,17.0,27.8,Per cent,2.8,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2015/16,Male,26.5,21.0,32.8,Per cent,3.0,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2015/16,Person,24.2,20.4,28.5,Per cent,2.1,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2018,Female,16.6,11.0,24.2,Per cent,3.3,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2018,Male,20.3,14.3,28.1,Per cent,3.5,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2018,Person,18.4,14.1,23.7,Per cent,2.4,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2020,Female,18.1,14.2,22.8,Per cent,2.2,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2020,Male,24.2,19.8,29.1,Per cent,2.4,1
Physical activity,Child physical activity guideline,Meets physical activity guideline,2020,Person,21.1,18.2,24.4,Per cent,1.6,1
Physical activity,Self-rated physical activity,1. Very active,2018,Female,12.0,9.1,15.6,Per cent,1.6,1
Physical activity,Self-rated physical activity,1. Very active,2018,Female,41.7,33.1,50.8,Per cent,4.6,1
Physical activity,Self-rated physical activity,1. Very active,2018,Male,15.0,11.7,18.9,Per cent,1.8,1
Physical activity,Self-rated physical activity,1. Very active,2018,Male,56.1,47.5,64.4,Per cent,4.4,1
Physical activity,Self-rated physical activity,1. Very active,2018,Person,13.5,11.2,16.0,Per cent,1.2,1
Physical activity,Self-rated physical activity,1. Very active,2018,Person,49.2,43.0,55.5,Per cent,3.2,1
Physical activity,Self-rated physical activity,1. Very active,2019,Female,14.3,11.8,17.2,Per cent,1.4,1
Physical activity,Self-rated physical activity,1. Very active,2019,Male,22.7,19.2,26.7,Per cent,1.9,1
Physical activity,Self-rated physical activity,1. Very active,2019,Person,18.5,16.3,20.9,Per cent,1.2,1
Physical activity,Self-rated physical activity,1. Very active,2020,Female,12.5,9.3,16.6,Per cent,1.8,1
Physical activity,Self-rated physical activity,1. Very active,2020,Female,33.7,28.7,39.0,Per cent,2.6,1
Physical activity,Self-rated physical activity,1. Very active,2020,Male,18.7,14.5,23.8,Per cent,2.4,1
Physical activity,Self-rated physical activity,1. Very active,2020,Male,40.0,34.5,45.8,Per cent,2.9,1
Physical activity,Self-rated physical activity,1. Very active,2020,Person,15.8,13.1,19.1,Per cent,1.5,1
Physical activity,Self-rated physical activity,1. Very active,2020,Person,36.8,33.1,40.7,Per cent,1.9,1
Physical activity,Self-rated physical activity,2. Active,2018,Female,24.1,20.4,28.2,Per cent,2.0,1
Physical activity,Self-rated physical activity,2. Active,2018,Female,31.0,23.3,39.9,Per cent,4.2,1
Physical activity,Self-rated physical activity,2. Active,2018,Male,29.6,22.1,38.4,Per cent,4.2,1
Physical activity,Self-rated physical activity,2. Active,2018,Male,34.3,29.5,39.3,Per cent,2.5,1
Physical activity,Self-rated physical activity,2. Active,2018,Person,29.1,26.1,32.3,Per cent,1.6,1
Physical activity,Self-rated physical activity,2. Active,2018,Person,30.3,24.8,36.4,Per cent,3.0,1
Physical activity,Self-rated physical activity,2. Active,2019,Female,24.3,21.2,27.7,Per cent,1.7,1
Physical activity,Self-rated physical activity,2. Active,2019,Male,28.3,24.5,32.4,Per cent,2.0,1
Physical activity,Self-rated physical activity,2. Active,2019,Person,26.2,23.8,28.9,Per cent,1.3,1
Physical activity,Self-rated physical activity,2. Active,2020,Female,23.1,19.0,27.8,Per cent,2.3,1
Physical activity,Self-rated physical activity,2. Active,2020,Female,35.1,30.1,40.5,Per cent,2.7,1
Physical activity,Self-rated physical activity,2. Active,2020,Male,30.8,24.8,37.5,Per cent,3.2,1
Physical activity,Self-rated physical activity,2. Active,2020,Male,35.5,30.4,41.0,Per cent,2.7,1
Physical activity,Self-rated physical activity,2. Active,2020,Person,29.2,25.9,32.8,Per cent,1.8,1
Physical activity,Self-rated physical activity,2. Active,2020,Person,32.9,28.9,37.1,Per cent,2.1,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Female,21.9,14.9,31.1,Per cent,4.1,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Female,38.4,34.0,43.0,Per cent,2.3,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Male,11.1,7.4,16.3,Per cent,2.2,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Male,33.0,28.3,38.0,Per cent,2.5,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Person,16.2,12.1,21.4,Per cent,2.4,1
Physical activity,Self-rated physical activity,3. Moderately active,2018,Person,35.7,32.5,39.1,Per cent,1.7,1
Physical activity,Self-rated physical activity,3. Moderately active,2019,Female,40.0,36.2,43.9,Per cent,2.0,1
Physical activity,Self-rated physical activity,3. Moderately active,2019,Male,33.6,29.5,37.9,Per cent,2.2,1
Physical activity,Self-rated physical activity,3. Moderately active,2019,Person,36.8,34.0,39.7,Per cent,1.5,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Female,25.4,20.8,30.6,Per cent,2.5,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Female,40.0,34.9,45.2,Per cent,2.6,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Male,21.8,17.8,26.5,Per cent,2.2,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Male,31.9,26.9,37.4,Per cent,2.7,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Person,23.6,20.5,27.1,Per cent,1.7,1
Physical activity,Self-rated physical activity,3. Moderately active,2020,Person,35.9,32.3,39.7,Per cent,1.9,1
Physical activity,Self-rated physical activity,4. Not very active,2018,Female,22.3,18.6,26.5,Per cent,2.0,1
Physical activity,Self-rated physical activity,4. Not very active,2018,Male,15.3,12.0,19.5,Per cent,1.9,1
Physical activity,Self-rated physical activity,4. Not very active,2018,Person,18.9,16.3,21.8,Per cent,1.4,1
Physical activity,Self-rated physical activity,4. Not very active,2019,Female,18.1,15.4,21.2,Per cent,1.5,1
Physical activity,Self-rated physical activity,4. Not very active,2019,Male,13.6,11.0,16.8,Per cent,1.5,1
Physical activity,Self-rated physical activity,4. Not very active,2019,Person,15.9,13.9,18.1,Per cent,1.1,1
Physical activity,Self-rated physical activity,4. Not very active,2020,Female,19.3,15.6,23.6,Per cent,2.0,1
Physical activity,Self-rated physical activity,4. Not very active,2020,Male,10.8,8.0,14.5,Per cent,1.6,1
Physical activity,Self-rated physical activity,4. Not very active,2020,Person,15.1,12.7,17.8,Per cent,1.3,1
Physical activity,Self-rated physical activity,5. Not at all active,2018,Female,3.2,1.9,5.3,Per cent,0.8,1
Physical activity,Self-rated physical activity,5. Not at all active,2018,Male,2.5,1.3,4.8,Per cent,0.8,1
Physical activity,Self-rated physical activity,5. Not at all active,2018,Person,2.9,1.9,4.3,Per cent,0.6,1
Physical activity,Self-rated physical activity,5. Not at all active,2019,Female,3.3,2.2,5.0,Per cent,0.7,1
Physical activity,Self-rated physical activity,5. Not at all active,2019,Male,1.8,0.9,3.4,Per cent,0.6,1
Physical activity,Self-rated physical activity,5. Not at all active,2019,Person,2.6,1.8,3.6,Per cent,0.5,1
Physical activity,Self-rated physical activity,5. Not at all active,2020,Female,5.1,3.1,8.4,Per cent,1.3,1
Physical activity,Self-rated physical activity,5. Not at all active,2020,Male,3.0,1.8,5.2,Per cent,0.8,1
Physical activity,Self-rated physical activity,5. Not at all active,2020,Person,4.0,2.8,5.8,Per cent,0.8,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Female,65.9,61.2,70.2,Per cent,2.3,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Male,65.2,60.0,70.0,Per cent,2.6,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Person,56.5,49.6,63.2,Per cent,3.5,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Person,64.8,59.2,69.9,Per cent,2.7,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Person,65.5,62.1,68.8,Per cent,1.7,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Person,68.3,62.8,73.3,Per cent,2.7,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2018,Person,68.8,55.2,79.8,Per cent,6.3,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Female,56.6,52.5,60.5,Per cent,2.0,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Male,51.2,46.7,55.7,Per cent,2.3,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Person,43.0,31.4,55.5,Per cent,6.2,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Person,43.1,38.2,48.1,Per cent,2.5,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Person,54.0,51.0,57.0,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Person,56.6,51.5,61.7,Per cent,2.6,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2019,Person,60.2,56.1,64.2,Per cent,2.1,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Female,68.6,63.2,73.5,Per cent,2.6,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Male,62.0,56.1,67.5,Per cent,2.9,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Person,55.5,44.3,66.1,Per cent,5.6,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Person,58.2,42.4,72.4,Per cent,7.9,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Person,65.3,61.4,69.1,Per cent,2.0,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Person,66.7,60.7,72.2,Per cent,2.9,1
Sedentary behaviour,Spends usual work day,1. Mostly sitting,2020,Person,70.5,64.8,75.7,Per cent,2.8,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Female,15.3,12.2,19.1,Per cent,1.8,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Male,13.4,10.2,17.3,Per cent,1.8,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Person,12.1,8.9,16.3,Per cent,1.9,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Person,14.4,11.0,18.7,Per cent,2.0,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Person,14.4,12.1,17.0,Per cent,1.3,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2018,Person,17.0,12.8,22.2,Per cent,2.4,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Female,16.7,14.0,19.8,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Male,12.5,9.9,15.7,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Person,12.3,9.4,16.0,Per cent,1.7,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Person,14.6,12.7,16.8,Per cent,1.1,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Person,15.1,12.4,18.2,Per cent,1.5,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Person,17.4,9.9,28.6,Per cent,4.7,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2019,Person,17.9,14.5,22.0,Per cent,1.9,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Female,15.1,11.7,19.3,Per cent,1.9,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Male,14.5,11.2,18.9,Per cent,2.0,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Person,12.3,7.2,20.2,Per cent,3.2,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Person,13.6,9.9,18.5,Per cent,2.2,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Person,15.0,12.4,18.0,Per cent,1.4,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Person,17.2,13.1,22.1,Per cent,2.3,1
Sedentary behaviour,Spends usual work day,2. Mostly standing,2020,Person,19.9,10.5,34.5,Per cent,6.1,1
Sedentary behaviour,Spends usual work day,3. Mostly walking/doing heavy labour,2018,Female,18.8,15.5,22.7,Per cent,1.8,1
